deployment,n_providers,N,template,query_index,end_to_end_ms,provider_compute_ms_max,transport_ms,client_combine_decrypt_ms,uplink_bytes_total,downlink_bytes_total,mac_ok,he_params,provider_list,rtt_ms_max
"single-host loopback, n=3",3,35162,sum,82,51.3739,37.6885,12.2009,1.48445,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,83,51.3759,37.5156,12.383,1.47728,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,84,51.2708,38.0663,11.6801,1.52442,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,85,50.8625,37.4471,11.9134,1.50205,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,86,51.1376,37.3372,12.3013,1.49903,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,87,50.6789,37.6988,11.4412,1.53886,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,88,50.5096,38.4471,10.5657,1.49673,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,89,50.6532,37.6543,11.4416,1.55736,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,90,51.089,37.4001,12.1865,1.50243,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,91,51.0647,37.7118,11.8505,1.5024,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,92,50.5053,37.1708,11.8402,1.49425,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,93,51.1211,37.873,11.7401,1.50794,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,94,51.6197,41.6684,8.44404,1.50727,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,95,51.2782,37.8817,11.917,1.47944,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,96,50.9421,37.2763,12.1465,1.5193,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,97,51.389,37.9082,11.9713,1.50952,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,98,51.5503,37.6632,12.4069,1.48028,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,99,51.6221,37.6995,12.4529,1.46968,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
